,0,1
0,0.14062722961379848,0.08053958130939298
1,0.4461786177986409,0.8546852447001214
2,0.6110588592050317,0.6513255762847159
3,0.2912165906309404,0.9137832386812074
4,0.40205480689506445,0.1621675410957244
5,0.3577745928907675,0.6037751121051332
6,0.6663077665175179,0.4096657893383566
7,0.18669876207542568,0.19193310311777168
8,0.5865427858304171,0.7928622365234786
9,0.13634340349912344,0.337850279938118
10,0.7547499765185189,0.18894813173306768
11,0.9976505918904084,0.17601578954563046
12,0.14663081170440084,0.516815717043006
13,0.004087979550627563,0.5055488719091407
14,0.48702291933835296,0.6427683126777413
15,0.867000212460246,0.974146495364067
16,0.711299116051592,0.07524811213130056
17,0.20883337079375575,0.9308145650101441
18,0.47887518932832485,0.26866041556940345
19,0.5896462403837456,0.806466642433236
20,0.5684455297550507,0.4861946217209737
21,0.9453002425388436,0.11049329219659909
22,0.3115313724307267,0.1343761198445932
23,0.40460723192596737,0.6220930264570241
24,0.7649057005927826,0.40822511353956925
25,0.4617996877931142,0.7427095829849942
26,0.588040707266175,0.5721045597019311
27,0.8142589329043923,0.11411340660002489
28,0.16872517466465098,0.9392328185201908
29,0.08203168846152764,0.6486626212803132
30,0.10316164930750082,0.6002684225006991
31,0.34408135702943876,0.9305263982075127
32,0.08840677613847725,0.9858967811681814
33,0.43115800106478386,0.10871867562678006
34,0.462632894438296,0.5118188355416968
35,0.5239758467327105,0.46868827181461736
36,0.6131254000708782,0.9546218780408262
37,0.6481937061566839,0.7442002550386526
38,0.3758179511456192,0.7570984803215469
39,0.8647771978586439,0.40711286111290224
40,0.7350820270475824,0.2971986502373918
41,0.5217296755182365,0.09558730318037711
42,0.697235009887814,0.15068975287923736
43,0.21258132448335376,0.25806654892557046
44,0.965530918276388,0.7148973365672655
45,0.7802250315348059,0.5321504894661885
46,0.47690678428312194,0.6156874669815995
47,0.686838071774049,0.7306128391398097
48,0.5688755890009378,0.9662274000690121
49,0.3821079280685652,0.02926919850042964
50,0.39661487073816926,0.0845107248936463
51,0.462886523095409,0.1753121422271562
52,0.6705039945651725,0.4694452575284144
53,0.7819808597265222,0.4100777023651866
54,0.13789824761263558,0.6290490976316805
55,0.14688668578077435,0.3198601529321805
56,0.4204249241123139,0.1796676910328211
57,0.4039931234261429,0.13863020923903402
58,0.0723227428176948,0.06589874663613349
59,0.7965358950626301,0.7565146304904389
60,0.8453228769444474,0.814731125175159
61,0.6350796564861605,0.9246896813719044
62,0.8943583445185098,0.23848792472206515
63,0.04792991454278883,0.21588169573313187
64,0.8049612103308882,0.9019817756877174
65,0.7609608562967232,0.3718990654485953
66,0.516660199071262,0.07126767471890505
67,0.6940038468320343,0.6580643585504137
68,0.028316294118526097,0.8368483807077941
69,0.9996578186471465,0.7791112636535181
70,0.3260125889645714,0.25122277037935437
71,0.439133188172394,0.38498122446686245
72,0.3006304313127127,0.5900116150114008
73,0.1774301077427347,0.6171707033785971
74,0.45286897411119376,0.02979860540300583
75,0.2431714061973025,0.648724201277399
76,0.9046639285630659,0.5079610001078628
77,0.8952668442179654,0.5325572648936687
78,0.7213643691901531,0.7700587818172877
79,0.49024506972106063,0.23347060127063268
80,0.8936348088840917,0.3379924921433739
81,0.012149663256764809,0.7054466420939379
82,0.4002877950788365,0.61019099071564
83,0.40247252069067074,0.8218943481482851
84,0.558054131108256,0.09980299898176193
85,0.9282040745243969,0.20625211882554995
86,0.08016492869079084,0.4615793000763506
87,0.19746360590380063,0.04788844910239776
88,0.62432013982211,0.45465521865685343
89,0.8427043274745941,0.763443455533971
90,0.539066733930198,0.6508150147684261
91,0.21954548897138104,0.6105078809646736
92,0.8741470441042497,0.3372445747478221
93,0.8148061266718525,0.3086168746918361
94,0.5798686034170918,0.3546057071010559
95,0.9189744981416853,0.5565100860081763
96,0.8384972905165036,0.5228663530524679
97,0.35552723294497424,0.1442809137380292
98,0.6214859202908772,0.3461300585186946
99,0.7917942458797842,0.1696933406073382
100,0.8036057005468314,0.14010652694956605
101,0.8023247765707678,0.9552856477767218
102,0.3844978564372735,0.7143632058957389
103,0.9979227332348286,0.7538012024007598
104,0.7325336103775487,0.1057899688438475
105,0.07224643314561408,0.7884838540463563
106,0.2221894254645974,0.0384288029226173
107,0.1532605601219712,0.5970576039725505
108,0.4372061703943251,0.9206494159605675
109,0.3109842025745726,0.9217115318285858
110,0.626203481836707,0.6197475066030087
111,0.2257491883763677,0.5472979709982428
112,0.8848633547412244,0.6592524453337786
113,0.9383538689903014,0.4091902113968472
114,0.5798505027916472,0.8354638227667771
115,0.1456402805168998,0.42112591014261724
116,0.3425856246528356,0.7586477917693841
117,0.5591906337807584,0.19396246012701746
118,0.6329673330274956,0.33805282099579503
119,0.6790328876670123,0.9715543841181369
120,0.5220655567970737,0.1918962654727563
121,0.8296100767809133,0.2813730823844086
122,0.3083827761766894,0.04030565565364219
123,0.9339475211090396,0.7709846894994665
124,0.6233887207831219,0.2942421872764587
125,0.29578862299447806,0.6714221881850275
126,0.9928566866355343,0.9869985727301429
127,0.4099765223039309,0.1846692996345105
128,0.3863718102128345,0.6434488644785008
129,0.15075276691442352,0.32383950342247814
130,0.8528112487850844,0.4804377942866892
131,0.19722073437672127,0.16647568978139327
132,0.47365004934913246,0.8661369301774589
133,0.8995694811092053,0.654788849071628
134,0.5785477913962539,0.36505727502770147
135,0.7018896181078285,0.7209985938016537
136,0.7559239325873451,0.8745971185414998
137,0.40415051367034716,0.15976600123928186
